STRONG GROUND MOTION RECORDS OF TURKIYE
PLACE                   : SAKARYA HENDEK ORMAN ISLETME MUD
EARTHQUAKE DATE         : 2017/07/20 22:31:09 (GMT)
EPICENTER COORDINATES   : 36.91980N-27.44350E
EARTHQUAKE DEPTH (km)   : 19.44
EARTHQUAKE MAGNITUDE    : 6.5 Mw
STATION ID              : 5405
STATION COORDINATES     : 40.79609N-30.73520E
STATION ALTITUDE (m)    : 173
RECORDER TYPE           : GeoSig gmsplus
RECORDER SERIAL NO      : 101411
RECORD TIME             : 20/07/2017 22:31:58.000000 (GMT)
NUMBER OF DATA          : 42516
SAMPLING INTERVAL (sec) : 0.01
RAW PGA VALUES (gal)    : (N-S) 1.023915 (E-W) 1.107856 (U-D) 0.385138
Copyright EARTHQUAKE DEPARTMENT
DISASTER AND EMERGENCY MANAGEMENT PRESIDENCY
       N-S          E-W          U-D
    0.014813      0.001040    -0.112267
    0.015073     -0.003378    -0.114346
    0.019231     -0.007277    -0.112267
    0.023129     -0.004938    -0.110188
    0.025208     -0.004158    -0.109668
    0.028586     -0.006757    -0.106809
    0.029886     -0.007536    -0.104990
    0.032485     -0.004418    -0.102132
    0.038202     -0.000260    -0.098753
    0.041580      0.004678    -0.097714
    0.041580      0.009615    -0.093296
    0.043919      0.010915    -0.087838
    0.048077      0.013773    -0.084460
    0.049637      0.014293    -0.079262
    0.050936      0.014033    -0.074325
    0.053535      0.019751    -0.070687
    0.054834      0.023129    -0.067048
    0.058732      0.021570    -0.063150
    0.061331      0.023389    -0.060032
    0.063410      0.027287    -0.057693
    0.069647      0.026248    -0.054834
    0.070167      0.023649    -0.052495
    0.070427      0.021310    -0.049637
    0.076144      0.020530    -0.048077
    0.080042      0.019751    -0.047817
    0.079262      0.013773    -0.046258
    0.081601      0.011694    -0.044959
    0.087579      0.008316    -0.043399
    0.087579      0.001040    -0.042360
    0.089398     -0.004938    -0.042100
    0.092256     -0.009875    -0.041320
    0.091996     -0.013773    -0.041061
    0.091996     -0.024688    -0.037942
    0.090437     -0.031965    -0.035083
    0.093296     -0.036643    -0.035603
    0.092516     -0.049896    -0.033524
    0.086019     -0.058992    -0.030665
    0.085500     -0.065229    -0.028327
    0.083161     -0.073805    -0.025988
    0.075884     -0.085759    -0.024688
    0.070687     -0.092776    -0.022090
    0.066529     -0.098493    -0.019491
    0.059252     -0.114346    -0.015852
    0.052235     -0.126040    -0.012734
    0.047557     -0.129679    -0.010135
    0.041061     -0.134097    -0.006497
    0.033004     -0.144751    -0.003119
    0.024688     -0.154367     0.001299
    0.018451     -0.153327     0.003638
    0.013514     -0.157485     0.007796
    0.005457     -0.167621     0.014293
    0.000520     -0.165282     0.017412
   -0.003119     -0.162423     0.021830
   -0.011694     -0.168660     0.025988
   -0.014553     -0.170479     0.030406
   -0.013514     -0.165282     0.034824
   -0.018711     -0.163463     0.036123
   -0.021830     -0.162423     0.041840
   -0.022349     -0.159824     0.045998
   -0.022609     -0.159305     0.046778
   -0.023909     -0.155147     0.050936
   -0.027027     -0.152028     0.054314
   -0.024948     -0.150469     0.056393
   -0.024948     -0.143712     0.057173
   -0.028067     -0.136955     0.058472
   -0.027027     -0.131498     0.060811
   -0.026767     -0.126040     0.061591
   -0.026767     -0.123442     0.062111
   -0.026767     -0.119803     0.062370
   -0.026767     -0.114866     0.061331
   -0.025208     -0.112787     0.062111
   -0.023909     -0.111487     0.061851
   -0.024169     -0.108369     0.059252
   -0.023389     -0.104990     0.056393
   -0.020790     -0.104471     0.053795
   -0.021310     -0.104211     0.052235
   -0.019751     -0.101872     0.049637
   -0.017412     -0.101352     0.047038
   -0.017152     -0.098753     0.046778
   -0.017152     -0.097194     0.046518
   -0.018711     -0.097454     0.044959
   -0.017412     -0.095115     0.043140
   -0.017412     -0.091996     0.042360
   -0.020011     -0.091477     0.043659
   -0.021310     -0.092776     0.045738
   -0.020011     -0.091217     0.047298
   -0.018711     -0.090437     0.050936
   -0.023909     -0.087838     0.053275
   -0.025988     -0.082381     0.054314
   -0.026767     -0.081601     0.058992
   -0.028586     -0.075884     0.061071
   -0.028846     -0.073285     0.064449
   -0.030665     -0.073545     0.070946
   -0.031705     -0.067308     0.074585
   -0.032745     -0.064969     0.080042
   -0.033784     -0.060551     0.085240
   -0.034304     -0.054834     0.089138
   -0.033784     -0.054314     0.094595
   -0.035603     -0.050416     0.096934
   -0.037162     -0.043659     0.099273
   -0.035083     -0.043919     0.103171
   -0.034564     -0.043659     0.104471
   -0.035603     -0.036383     0.104471
   -0.034824     -0.031445     0.101872
   -0.034044     -0.029366     0.102651
   -0.034304     -0.024428     0.104211
   -0.031705     -0.018451     0.097714
   -0.031445     -0.015852     0.094335
   -0.032225     -0.010135     0.094855
   -0.028067     -0.003638     0.090177
   -0.028067      0.003119     0.084460
   -0.029366      0.011954     0.080302
   -0.027807      0.017672     0.075364
   -0.025988      0.025728     0.069387
   -0.026248      0.037162     0.064190
   -0.028327      0.043659     0.059772
   -0.028586      0.050156     0.055354
   -0.030146      0.060551     0.049896
   -0.031445      0.069907     0.044699
   -0.034824      0.076144     0.040801
   -0.039761      0.084200     0.035603
   -0.036903      0.093556     0.030146
   -0.039241      0.097714     0.025988
   -0.044699      0.103691     0.023129
   -0.043919      0.111487     0.020790
   -0.048077      0.115905     0.016892
   -0.051196      0.119284     0.013773
   -0.050936      0.119543     0.010915
   -0.051196      0.124481     0.007017
   -0.048857      0.129679     0.005198
   -0.048597      0.129679     0.004418
   -0.049117      0.128639     0.002079
   -0.045219      0.129419     0.000780
   -0.040541      0.128119    -0.000260
   -0.037942      0.127080    -0.002339
   -0.035343      0.130458    -0.001819
   -0.031445      0.126820    -0.000780
   -0.025468      0.121622    -0.000780
   -0.021570      0.122662     0.000780
   -0.018191      0.123442     0.001299
   -0.015333      0.122142     0.002599
   -0.012474      0.121622     0.003638
   -0.008056      0.120583     0.003638
   -0.006237      0.116945     0.004678
   -0.003638      0.113566     0.005198
   -0.002859      0.112007     0.005717
   -0.003378      0.111227     0.006497
   -0.005198      0.113306     0.006757
   -0.005198      0.110448     0.007796
   -0.004678      0.104990     0.008576
   -0.010915      0.108109     0.009096
   -0.012474      0.106550     0.009875
   -0.014813      0.101352     0.011694
   -0.020011      0.101092     0.012214
   -0.022869      0.101612     0.010395
   -0.029626      0.097714     0.011694
   -0.034304      0.094855     0.011954
   -0.038982      0.093296     0.011954
   -0.045219      0.087319     0.014553
   -0.048337      0.086019     0.012994
   -0.052495      0.082901     0.012994
   -0.057433      0.080562     0.014293
   -0.060811      0.079003     0.013514
   -0.066269      0.071466     0.014293
   -0.069647      0.070427     0.012994
   -0.070946      0.070167     0.011435
   -0.074585      0.063670     0.012994
   -0.077703      0.059252     0.013254
   -0.078483      0.056393     0.012214
   -0.078223      0.051975     0.010395
   -0.079003      0.047298     0.008576
   -0.083680      0.042880     0.008576
   -0.083421      0.040541     0.005717
   -0.082121      0.033004     0.002079
   -0.083680      0.024169     0.002859
   -0.081082      0.020530    -0.000780
   -0.082381      0.016372    -0.008316
   -0.083161      0.014033    -0.009356
   -0.080562      0.008316    -0.011954
   -0.079782      0.001040    -0.017152
   -0.077183     -0.001299    -0.020011
   -0.074065     -0.007796    -0.025208
   -0.074065     -0.021830    -0.027547
   -0.070687     -0.025208    -0.028846
   -0.065229     -0.022090    -0.032225
   -0.064709     -0.027027    -0.035863
   -0.060291     -0.033264    -0.036903
   -0.053275     -0.035603    -0.038462
   -0.051456     -0.034824    -0.041320
   -0.048077     -0.037682    -0.040801
   -0.041840     -0.041061    -0.040281
   -0.036903     -0.040021    -0.040801
   -0.034044     -0.037942    -0.041061
   -0.030925     -0.038202    -0.040281
   -0.028327     -0.036903    -0.039241
   -0.023389     -0.034824    -0.039241
   -0.020270     -0.034044    -0.038462
   -0.020790     -0.031705    -0.036903
   -0.017152     -0.028067    -0.035603
   -0.014293     -0.025208    -0.033004
   -0.012734     -0.022609    -0.030925
   -0.009875     -0.018451    -0.030406
   -0.009096     -0.016892    -0.028067
   -0.008056     -0.012994    -0.026248
   -0.006757     -0.015073    -0.024688
   -0.005977     -0.014033    -0.024169
   -0.003898     -0.001819    -0.025988
   -0.003119      0.000780    -0.025468
   -0.004418     -0.000520    -0.024428
   -0.004418      0.001559    -0.027027
   -0.005717      0.003378    -0.028327
   -0.005457      0.001819    -0.027807
   -0.004158     -0.000780    -0.029886
   -0.005457     -0.001559    -0.030146
   -0.005457     -0.002079    -0.030665
   -0.004938     -0.004678    -0.033264
   -0.004158     -0.014033    -0.033784
   -0.002859     -0.018711    -0.036903
   -0.002859     -0.015593    -0.041061
   -0.003119     -0.018971    -0.044699
   -0.001559     -0.028067    -0.047038
    0.000260     -0.030925    -0.047298
   -0.000260     -0.033264    -0.050156
    0.000000     -0.036903    -0.053535
   -0.000260     -0.040281    -0.054314
   -0.001299     -0.045219    -0.056653
   -0.002079     -0.048337    -0.060291
   -0.001819     -0.049377    -0.063410
   -0.001559     -0.054314    -0.064969
   -0.005977     -0.059512    -0.064969
   -0.007796     -0.057173    -0.067048
   -0.005457     -0.056913    -0.068088
   -0.011435     -0.060811    -0.069127
   -0.015073     -0.063150    -0.070687
   -0.013254     -0.063410    -0.069387
   -0.017932     -0.065229    -0.069907
   -0.020530     -0.068348    -0.067828
   -0.020011     -0.071726    -0.064449
   -0.021570     -0.069387    -0.066009
   -0.023389     -0.067308    -0.064190
   -0.028327     -0.074585    -0.057693
   -0.028067     -0.075364    -0.055614
   -0.024428     -0.071206    -0.054834
   -0.023649     -0.072766    -0.051975
   -0.023909     -0.076404    -0.048337
   -0.023129     -0.075624    -0.044959
   -0.018451     -0.071986    -0.041061
   -0.016892     -0.073285    -0.035863
   -0.015852     -0.074325    -0.032225
   -0.012994     -0.073545    -0.028067
   -0.010915     -0.067828    -0.024428
   -0.008836     -0.063410    -0.021830
   -0.006757     -0.064709    -0.017152
   -0.006757     -0.061331    -0.014813
   -0.005717     -0.059512    -0.010915
   -0.004158     -0.058732    -0.004158
   -0.008316     -0.052235    -0.002599
   -0.007536     -0.047038     0.000000
   -0.005977     -0.044699     0.005717
   -0.009875     -0.041840     0.008316
   -0.008836     -0.036643     0.010395
   -0.008316     -0.033264     0.013514
   -0.009356     -0.031965     0.016892
   -0.010135     -0.028846     0.021570
   -0.009356     -0.025468     0.025468
   -0.008576     -0.024428     0.028846
   -0.010655     -0.021310     0.033524
   -0.010915     -0.019231     0.037162
   -0.009096     -0.022349     0.040801
   -0.007277     -0.022869     0.044179
   -0.006237     -0.019231     0.044179
   -0.007277     -0.018191     0.047038
   -0.006497     -0.020530     0.050936
   -0.004678     -0.024428     0.051716
   -0.004938     -0.021050     0.049377
   -0.002859     -0.017932     0.047557
   -0.001559     -0.023389     0.049377
   -0.002079     -0.027287     0.049896
    0.000520     -0.027287     0.049637
    0.002859     -0.027027     0.048597
    0.000000     -0.030406     0.048857
   -0.002079     -0.030925     0.049117
    0.002859     -0.029886     0.045738
    0.001819     -0.034044     0.045478
   -0.001040     -0.036903     0.045738
    0.003378     -0.035863     0.043140
    0.002599     -0.033784     0.040801
    0.000260     -0.033264     0.039761
    0.002339     -0.035343     0.038722
    0.002079     -0.031965     0.035343
    0.002599     -0.025988     0.034824
    0.002079     -0.028067     0.034564
   -0.000260     -0.026767     0.033004
    0.002079     -0.022090     0.031445
    0.004938     -0.021830     0.028846
    0.004678     -0.020530     0.027547
    0.006237     -0.015593     0.025728
    0.010135     -0.011175     0.024948
    0.009875     -0.011175     0.023909
    0.010395     -0.008836     0.020790
    0.015333     -0.006757     0.019491
    0.017152     -0.005977     0.016632
    0.018451     -0.004938     0.015593
    0.021050     -0.005198     0.015073
    0.022090     -0.002859     0.011435
    0.025468     -0.001819     0.010135
    0.026767     -0.003119     0.010655
    0.024688     -0.003119     0.007796
    0.026507     -0.002859     0.004418
    0.026248     -0.004938     0.004158
    0.027807     -0.005457     0.001040
    0.029366     -0.005717     0.000520
    0.025988     -0.004938     0.000000
    0.025208     -0.004678    -0.002599
    0.023909     -0.007796    -0.002599
    0.021570     -0.007017    -0.006497
    0.019231     -0.008576    -0.008316
    0.017672     -0.008576    -0.007796
    0.012734     -0.007277    -0.011435
    0.007277     -0.008836    -0.013254
    0.008056     -0.004938    -0.015073
    0.003638     -0.004678    -0.016892
   -0.003378     -0.003638    -0.021310
   -0.007277      0.001819    -0.023909
